wavenumber_cm-1,transmittance_percent,absorbance
400.0000,78.4491,0.105412
401.9289,77.6302,0.109970
403.8579,76.4544,0.116597
405.7868,75.5470,0.121783
407.7157,74.9502,0.125227
409.6447,74.1118,0.130113
411.5736,72.7704,0.138045
413.5025,71.8226,0.143739
415.4315,71.1214,0.147999
417.3604,70.1622,0.153897
419.2893,69.2269,0.159725
421.2183,68.9051,0.161749
423.1472,68.0437,0.167212
425.0761,67.4372,0.171100
427.0051,66.9006,0.174570
428.9340,66.8202,0.175092
430.8629,66.3181,0.178368
432.7919,66.3238,0.178331
434.7208,65.8769,0.181267
436.6497,65.8747,0.181281
438.5787,65.7238,0.182277
440.5076,65.8292,0.181581
442.4365,65.7504,0.182102
444.3655,65.4284,0.184234
446.2944,65.2291,0.185559
448.2233,65.2401,0.185485
450.1523,64.7038,0.189070
452.0812,64.1835,0.192577
454.0102,63.9236,0.194339
455.9391,63.4790,0.197370
457.8680,63.1126,0.199884
459.7970,62.4286,0.204616
461.7259,62.2670,0.205742
463.6548,61.6462,0.210094
465.5838,61.4053,0.211794
467.5127,61.6883,0.209797
469.4416,61.3565,0.212139
471.3706,61.7297,0.209506
473.2995,62.3173,0.205391
475.2284,62.6521,0.203064
477.1574,63.6282,0.196351
479.0863,64.1601,0.192735
481.0152,65.0568,0.186707
482.9442,65.9095,0.181052
484.8731,66.8071,0.175178
486.8020,67.2535,0.172285
488.7310,68.1245,0.166697
490.6599,68.7050,0.163012
492.5888,69.2065,0.159853
494.5178,69.4465,0.158349
496.4467,69.5371,0.157784
498.3756,69.6052,0.157358
500.3046,69.1937,0.159933
502.2335,69.2676,0.159470
504.1624,68.7494,0.162731
506.0914,68.0059,0.167453
508.0203,67.2800,0.172114
509.9492,66.6752,0.176036
511.8782,65.7519,0.182092
513.8071,65.3830,0.184535
515.7360,64.4848,0.190542
517.6650,63.8592,0.194777
519.5939,63.4710,0.197425
521.5228,63.1163,0.199858
523.4518,62.8617,0.201614
525.3807,62.8261,0.201860
527.3096,62.9388,0.201082
529.2386,63.3877,0.197995
531.1675,63.6515,0.196191
533.0964,64.1211,0.192999
535.0254,65.1871,0.185838
536.9543,65.9912,0.180514
538.8832,66.6437,0.176241
540.8122,67.7196,0.169286
542.7411,69.1047,0.160493
544.6700,69.7791,0.156275
546.5990,70.5753,0.151347
548.5279,71.8185,0.143763
550.4569,73.4183,0.134196
552.3858,74.4378,0.128206
554.3147,75.0404,0.124705
556.2437,76.0490,0.118907
558.1726,77.3224,0.111695
560.1015,78.1015,0.107341
562.0305,79.4567,0.099870
563.9594,79.7832,0.098089
565.8883,80.7898,0.092644
567.8173,81.3453,0.089667
569.7462,82.2407,0.084913
571.6751,82.5967,0.083037
573.6041,83.1999,0.079877
575.5330,83.4097,0.078784
577.4619,83.9175,0.076147
579.3909,84.0409,0.075509
581.3198,84.2248,0.074560
583.2487,84.6609,0.072317
585.1777,84.5580,0.072845
587.1066,84.2280,0.074544
589.0355,84.2120,0.074626
590.9645,83.9061,0.076207
592.8934,83.5842,0.077876
594.8223,82.8819,0.081540
596.7513,82.6628,0.082690
598.6802,82.2689,0.084764
600.6091,81.4337,0.089196
602.5381,80.9209,0.091939
604.4670,80.2411,0.095603
606.3959,80.1543,0.096073
608.3249,79.5691,0.099255
610.2538,79.2480,0.101012
612.1827,79.0502,0.102097
614.1117,79.5948,0.099115
616.0406,79.9078,0.097411
617.9695,80.5990,0.093671
619.8985,80.9838,0.091602
621.8274,81.6909,0.087826
623.7563,82.5662,0.083198
625.6853,83.2281,0.079730
627.6142,84.4173,0.073569
629.5431,84.9339,0.070919
631.4721,85.5072,0.067997
633.4010,86.2595,0.064193
635.3299,86.4519,0.063225
637.2589,86.9638,0.060662
639.1878,87.5174,0.057906
641.1168,87.5323,0.057832
643.0457,87.9098,0.055963
644.9746,88.1604,0.054727
646.9036,88.2897,0.054090
648.8325,88.5447,0.052838
650.7614,88.3282,0.053901
652.6904,88.6872,0.052139
654.6193,88.7722,0.051723
656.5482,89.1337,0.049958
658.4772,88.9078,0.051060
660.4061,89.1940,0.049665
662.3350,89.1220,0.050015
664.2640,89.1746,0.049759
666.1929,89.1301,0.049976
668.1218,89.6418,0.047489
670.0508,89.0726,0.050256
671.9797,89.2477,0.049403
673.9086,88.5560,0.052782
675.8376,88.5072,0.053021
677.7665,88.4724,0.053192
679.6954,88.3388,0.053848
681.6244,87.9188,0.055918
683.5533,87.3900,0.058538
685.4822,86.7195,0.061883
687.4112,86.2098,0.064443
689.3401,85.9778,0.065614
691.2690,85.4643,0.068215
693.1980,85.0577,0.070286
695.1269,85.2669,0.069220
697.0558,85.6310,0.067369
698.9848,85.9407,0.065801
700.9137,86.4859,0.063055
702.8426,87.0424,0.060269
704.7716,87.8741,0.056139
706.7005,87.6577,0.057210
708.6294,88.4770,0.053170
710.5584,88.5479,0.052822
712.4873,88.8415,0.051384
714.4162,89.0929,0.050157
716.3452,88.5706,0.052711
718.2741,89.1178,0.050035
720.2030,88.7351,0.051905
722.1320,88.4585,0.053260
724.0609,88.1134,0.054958
725.9898,88.0605,0.055219
727.9188,87.9095,0.055964
729.8477,87.7092,0.056955
731.7766,87.2719,0.059125
733.7056,87.1345,0.059810
735.6345,86.9887,0.060537
737.5634,86.8720,0.061120
739.4924,86.9484,0.060738
741.4213,86.9672,0.060644
743.3503,87.2703,0.059134
745.2792,87.5727,0.057631
747.2081,87.3185,0.058894
749.1371,87.6341,0.057327
751.0660,88.1689,0.054685
752.9949,88.1338,0.054858
754.9239,88.6443,0.052349
756.8528,88.3148,0.053966
758.7817,88.8514,0.051336
760.7107,88.8875,0.051159
762.6396,88.3428,0.053829
764.5685,88.0867,0.055090
766.4975,87.8355,0.056330
768.4264,87.3926,0.058525
770.3553,86.0497,0.065251
772.2843,85.0686,0.070231
774.2132,83.9660,0.075897
776.1421,82.2913,0.084646
778.0711,81.1394,0.090768
780.0000,80.7721,0.092739
781.9289,80.5897,0.093721
783.8579,81.3761,0.089503
785.7868,82.1558,0.085362
787.7157,82.3556,0.084307
789.6447,82.0510,0.085916
791.5736,81.2905,0.089960
793.5025,80.6595,0.093345
795.4315,80.1682,0.095998
797.3604,80.1890,0.095885
799.2893,80.2879,0.095350
801.2183,81.8959,0.086738
803.1472,83.3579,0.079053
805.0761,85.0804,0.070170
807.0051,85.8785,0.066116
808.9340,86.9319,0.060821
810.8629,88.1263,0.054894
812.7919,88.3991,0.053552
814.7208,89.0512,0.050360
816.6497,89.0972,0.050136
818.5787,89.4083,0.048622
820.5076,89.4734,0.048306
822.4365,89.5295,0.048034
824.3655,90.0134,0.045693
826.2944,89.6446,0.047476
828.2233,90.0754,0.045394
830.1523,90.1928,0.044828
832.0812,89.6445,0.047476
834.0102,89.8198,0.046628
835.9391,90.3541,0.044052
837.8680,89.9846,0.045832
839.7970,89.6010,0.047687
841.7259,90.2105,0.044743
843.6548,89.9458,0.046019
845.5838,89.6677,0.047364
847.5127,89.7305,0.047060
849.4416,89.9629,0.045936
851.3706,89.8293,0.046582
853.2995,89.6949,0.047232
855.2284,89.5899,0.047741
857.1574,89.4206,0.048562
859.0863,89.2778,0.049257
861.0152,89.0763,0.050238
862.9442,88.4943,0.053085
864.8731,88.6817,0.052166
866.8020,87.8737,0.056141
868.7310,87.3290,0.058842
870.6599,87.2514,0.059227
872.5888,87.2356,0.059306
874.5178,86.8027,0.061467
876.4467,86.6158,0.062403
878.3756,86.4190,0.063391
880.3046,86.2137,0.064424
882.2335,85.9224,0.065894
884.1624,86.4896,0.063036
886.0914,86.2125,0.064430
888.0203,85.6829,0.067106
889.9492,85.6787,0.067127
891.8782,85.5235,0.067915
893.8071,85.1404,0.069864
895.7360,84.5419,0.072928
897.6650,84.3878,0.073721
899.5939,83.8174,0.076666
901.5228,83.3465,0.079113
903.4518,82.7607,0.082176
905.3807,82.3317,0.084433
907.3096,82.0467,0.085939
909.2386,81.6681,0.087947
911.1675,81.2260,0.090305
913.0964,80.8249,0.092455
915.0254,81.0329,0.091339
916.9543,81.0470,0.091263
918.8832,81.0695,0.091142
920.8122,81.4165,0.089288
922.7411,81.6992,0.087782
924.6700,82.2358,0.084939
926.5990,82.6103,0.082966
928.5279,82.6219,0.082905
930.4569,83.0195,0.080820
932.3858,83.3758,0.078960
934.3147,84.4389,0.073457
936.2437,84.0235,0.075599
938.1726,84.5298,0.072990
940.1015,84.3603,0.073862
942.0305,84.0777,0.075319
943.9594,83.8398,0.076550
945.8883,83.9332,0.076066
947.8173,83.9216,0.076126
949.7462,83.0681,0.080566
951.6751,83.0369,0.080729
953.6041,82.3888,0.084132
955.5330,81.7438,0.087545
957.4619,80.9500,0.091783
959.3909,80.0717,0.096521
961.3198,79.1329,0.101643
963.2487,78.3106,0.106179
965.1777,77.1006,0.112942
967.1066,75.8123,0.120260
969.0355,74.7483,0.126399
970.9645,73.4647,0.133921
972.8934,71.8716,0.143442
974.8223,70.2113,0.153593
976.7513,68.7937,0.162451
978.6802,66.9430,0.174295
980.6091,65.2637,0.185328
982.5381,63.6806,0.195993
984.4670,61.6646,0.209964
986.3959,59.9220,0.222413
988.3249,57.9203,0.237169
990.2538,56.0543,0.251391
992.1827,54.2848,0.265322
994.1117,52.5233,0.279648
996.0406,50.7085,0.294919
997.9695,48.9305,0.310421
999.8985,47.3938,0.324278
1001.8274,45.7529,0.339581
1003.7563,44.2425,0.354160
1005.6853,43.0411,0.366116
1007.6142,41.7178,0.379679
1009.5431,40.5420,0.392095
1011.4721,39.4908,0.403504
1013.4010,38.3746,0.415956
1015.3299,37.5544,0.425339
1017.2589,36.8466,0.433603
1019.1878,35.9806,0.443932
1021.1167,35.4535,0.450341
1023.0457,34.8020,0.458396
1024.9746,34.3486,0.464091
1026.9035,34.0876,0.467404
1028.8325,33.5552,0.474241
1030.7614,33.3180,0.477321
1032.6904,33.2452,0.478271
1034.6193,32.9460,0.482198
1036.5482,33.1076,0.480072
1038.4772,33.1457,0.479573
1040.4061,33.2183,0.478623
1042.3350,33.5609,0.474166
1044.2640,33.6429,0.473107
1046.1929,33.8601,0.470312
1048.1218,34.2369,0.465505
1050.0508,34.6609,0.460160
1051.9797,34.8364,0.457967
1053.9086,35.2268,0.453126
1055.8376,35.7511,0.446711
1057.7665,36.2856,0.440266
1059.6954,36.7682,0.434528
1061.6244,37.4222,0.426871
1063.5533,37.7161,0.423473
1065.4822,38.3022,0.416776
1067.4112,38.9076,0.409965
1069.3401,39.5718,0.402614
1071.2690,40.3965,0.393656
1073.1980,41.0167,0.387039
1075.1269,41.9536,0.377231
1077.0558,42.8053,0.368502
1078.9848,43.6054,0.360460
1080.9137,44.4583,0.352047
1082.8426,45.6106,0.340935
1084.7716,46.7793,0.329947
1086.7005,47.9368,0.319331
1088.6294,48.9154,0.310554
1090.5584,50.2211,0.299113
1092.4873,51.6196,0.287185
1094.4162,52.6605,0.278515
1096.3452,54.2210,0.265832
1098.2741,55.4888,0.255795
1100.2030,57.0650,0.243630
1102.1320,57.9438,0.236993
1104.0609,59.6256,0.224568
1105.9898,60.8818,0.215513
1107.9188,62.1483,0.206571
1109.8477,63.4897,0.197297
1111.7766,64.7042,0.189067
1113.7056,65.8697,0.181314
1115.6345,66.9912,0.173982
1117.5634,68.0034,0.167470
1119.4924,68.7251,0.162885
1121.4213,69.7975,0.156160
1123.3502,71.0304,0.148556
1125.2792,71.9566,0.142930
1127.2081,73.0299,0.136499
1129.1371,73.4144,0.134219
1131.0660,74.6920,0.126726
1132.9949,75.0375,0.124721
1134.9239,76.3290,0.117311
1136.8528,76.5775,0.115899
1138.7817,77.1137,0.112868
1140.7107,77.6193,0.110030
1142.6396,78.3083,0.106192
1144.5685,78.8283,0.103318
1146.4975,79.0974,0.101838
1148.4264,79.5332,0.099451
1150.3553,79.7564,0.098234
1152.2843,80.1003,0.096366
1154.2132,80.3340,0.095101
1156.1421,80.6950,0.093153
1158.0711,80.8421,0.092363
1160.0000,81.1513,0.090705
1161.9289,81.3877,0.089441
1163.8579,81.7390,0.087571
1165.7868,81.8266,0.087105
1167.7157,82.3703,0.084229
1169.6447,82.7196,0.082392
1171.5736,83.2650,0.079537
1173.5025,83.7170,0.077186
1175.4315,84.0253,0.075590
1177.3604,84.5424,0.072925
1179.2893,84.8997,0.071094
1181.2183,85.6327,0.067360
1183.1472,85.7043,0.066998
1185.0761,86.1042,0.064975
1187.0051,86.3610,0.063682
1188.9340,86.9420,0.060770
1190.8629,87.1061,0.059951
1192.7919,87.9196,0.055914
1194.7208,87.7761,0.056624
1196.6497,87.8295,0.056360
1198.5787,88.1275,0.054889
1200.5076,88.5051,0.053032
1202.4365,88.6795,0.052177
1204.3655,88.9369,0.050918
1206.2944,89.3260,0.049022
1208.2233,89.2692,0.049298
1210.1523,89.6583,0.047409
1212.0812,89.6880,0.047266
1214.0101,89.4672,0.048336
1215.9391,89.0724,0.050257
1217.8680,89.4716,0.048315
1219.7969,89.3586,0.048864
1221.7259,88.9806,0.050705
1223.6548,89.1793,0.049736
1225.5838,89.3585,0.048864
1227.5127,89.0918,0.050162
1229.4416,89.2777,0.049257
1231.3706,88.6669,0.052238
1233.2995,88.6724,0.052212
1235.2284,88.5230,0.052944
1237.1574,88.2184,0.054441
1239.0863,88.2782,0.054146
1241.0152,87.9425,0.055801
1242.9442,87.5885,0.057553
1244.8731,87.7412,0.056796
1246.8020,87.5934,0.057528
1248.7310,87.1320,0.059822
1250.6599,87.0930,0.060017
1252.5888,87.0387,0.060288
1254.5178,86.4997,0.062986
1256.4467,86.9907,0.060527
1258.3756,86.6229,0.062367
1260.3046,86.6887,0.062037
1262.2335,86.4464,0.063253
1264.1624,86.5813,0.062576
1266.0914,86.6536,0.062214
1268.0203,86.9993,0.060484
1269.9492,86.6344,0.062310
1271.8782,87.0356,0.060303
1273.8071,87.1949,0.059509
1275.7360,87.4447,0.058266
1277.6650,87.8179,0.056417
