wavenumber_cm-1,transmittance_percent,absorbance
400.0000,81.8671,0.086890
401.9289,80.8669,0.092229
403.8579,80.4036,0.094724
405.7868,79.6911,0.098590
407.7157,78.8687,0.103095
409.6447,78.4195,0.105576
411.5736,77.4565,0.110942
413.5025,76.7061,0.115170
415.4315,75.5000,0.122053
417.3604,75.0565,0.124612
419.2893,74.0596,0.130419
421.2183,73.4174,0.134201
423.1472,72.6920,0.138513
425.0761,72.1602,0.141703
427.0051,71.5350,0.145481
428.9340,71.2718,0.147082
430.8629,70.5694,0.151384
432.7919,70.0882,0.154355
434.7208,69.8793,0.155651
436.6497,69.4000,0.158640
438.5787,69.2723,0.159440
440.5076,69.0831,0.160628
442.4365,68.8971,0.161799
444.3655,68.1193,0.166730
446.2944,67.9024,0.168115
448.2233,68.0897,0.166919
450.1523,67.4866,0.170783
452.0812,67.1647,0.172859
454.0102,67.0027,0.173908
455.9391,66.5430,0.176898
457.8680,66.3147,0.178390
459.7970,66.2507,0.178809
461.7259,66.2325,0.178929
463.6548,66.3490,0.178166
465.5838,66.3300,0.178290
467.5127,66.7566,0.175506
469.4416,67.1299,0.173084
471.3706,67.7234,0.169261
473.2995,68.3865,0.165030
475.2284,68.8681,0.161982
477.1574,69.9803,0.155024
479.0863,70.5472,0.151520
481.0152,71.5201,0.145572
482.9442,72.1884,0.141533
484.8731,72.9606,0.136911
486.8020,73.5678,0.133312
488.7310,74.1991,0.129601
490.6599,74.6412,0.127021
492.5888,74.7530,0.126372
494.5178,75.4044,0.122603
496.4467,75.1718,0.123945
498.3756,75.2565,0.123456
500.3046,75.1786,0.123906
502.2335,75.0758,0.124500
504.1624,74.4148,0.128341
506.0914,73.9602,0.131002
508.0203,73.7020,0.132521
509.9492,72.8417,0.137620
511.8782,72.1863,0.141545
513.8071,71.3592,0.146550
515.7360,70.9107,0.149288
517.6650,70.4312,0.152235
519.5939,70.0752,0.154436
521.5228,69.4256,0.158481
523.4518,69.4861,0.158102
525.3807,69.4973,0.158032
527.3096,69.4691,0.158208
529.2386,70.1233,0.154137
531.1675,70.2139,0.153577
533.0964,70.7666,0.150172
535.0254,71.6703,0.144661
536.9543,72.3048,0.140833
538.8832,72.9201,0.137153
540.8122,73.8341,0.131743
542.7411,74.7537,0.126368
544.6700,75.1721,0.123943
546.5990,76.2666,0.117666
548.5279,77.3093,0.111768
550.4569,78.1036,0.107329
552.3858,78.8222,0.103351
554.3147,80.0525,0.096625
556.2437,80.3818,0.094842
558.1726,81.0314,0.091346
560.1015,82.0632,0.085852
562.0305,82.6061,0.082988
563.9594,83.1435,0.080172
565.8883,83.8381,0.076559
567.8173,84.1395,0.075000
569.7462,84.8049,0.071579
571.6751,85.3365,0.068865
573.6041,85.3903,0.068592
575.5330,85.7155,0.066941
577.4619,85.9051,0.065981
579.3909,86.0011,0.065496
581.3198,86.2554,0.064214
583.2487,86.0667,0.065165
585.1777,86.1494,0.064748
587.1066,86.3211,0.063883
589.0355,86.0341,0.065329
590.9645,85.7025,0.067007
592.8934,85.7112,0.066963
594.8223,85.1075,0.070032
596.7513,84.8522,0.071337
598.6802,84.5994,0.072633
600.6091,84.5828,0.072718
602.5381,83.9743,0.075854
604.4670,83.6105,0.077739
606.3959,83.5671,0.077965
608.3249,83.5859,0.077867
610.2538,83.7229,0.077156
612.1827,83.1894,0.079932
614.1117,83.8105,0.076702
616.0406,84.1034,0.075187
617.9695,84.4993,0.073147
619.8985,85.1635,0.069746
621.8274,85.4945,0.068062
623.7563,86.0191,0.065405
625.6853,86.8012,0.061474
627.6142,86.7694,0.061633
629.5431,87.0536,0.060213
631.4721,87.2515,0.059227
633.4010,88.0810,0.055118
635.3299,88.1439,0.054808
637.2589,88.4646,0.053231
639.1878,88.7176,0.051990
641.1168,88.8935,0.051130
643.0457,89.1787,0.049739
644.9746,88.7255,0.051952
646.9036,89.2177,0.049549
648.8325,89.0794,0.050223
650.7614,89.3072,0.049113
652.6904,89.3588,0.048862
654.6193,89.2425,0.049428
656.5482,89.4245,0.048543
658.4772,89.2073,0.049600
660.4061,89.6748,0.047330
662.3350,89.6894,0.047259
664.2640,89.5905,0.047738
666.1929,89.4769,0.048289
668.1218,89.4629,0.048357
670.0508,88.9726,0.050744
671.9797,88.9972,0.050624
673.9086,89.0743,0.050248
675.8376,89.0742,0.050248
677.7665,88.6303,0.052418
679.6954,88.3143,0.053969
681.6244,87.8738,0.056141
683.5533,87.4360,0.058310
685.4822,87.1290,0.059837
687.4112,86.8405,0.061277
689.3401,86.2999,0.063990
691.2690,86.1951,0.064517
693.1980,86.3791,0.063591
695.1269,86.1905,0.064541
697.0558,86.8672,0.061144
698.9848,87.0921,0.060021
700.9137,87.2906,0.059032
702.8426,87.8149,0.056432
704.7716,88.4248,0.053426
706.7005,88.8466,0.051359
708.6294,88.9645,0.050783
710.5584,89.1076,0.050085
712.4873,89.3301,0.049002
714.4162,89.2141,0.049566
716.3452,89.4235,0.048548
718.2741,88.9530,0.050840
720.2030,89.2884,0.049205
722.1320,88.9506,0.050851
724.0609,88.7383,0.051889
725.9898,88.9195,0.051003
727.9188,88.5780,0.052674
729.8477,88.5937,0.052597
731.7766,88.1670,0.054694
733.7056,88.4515,0.053295
735.6345,87.8579,0.056219
737.5634,87.9323,0.055852
739.4924,87.9268,0.055879
741.4213,88.0182,0.055427
743.3503,88.2783,0.054146
745.2792,88.6420,0.052361
747.2081,89.0402,0.050414
749.1371,89.0618,0.050309
751.0660,89.2028,0.049622
752.9949,89.0733,0.050252
754.9239,89.2596,0.049345
756.8528,89.2860,0.049217
758.7817,89.4906,0.048223
760.7107,89.2821,0.049235
762.6396,89.0486,0.050373
764.5685,88.4808,0.053151
766.4975,87.8626,0.056196
768.4264,87.1848,0.059559
770.3553,86.2217,0.064383
772.2843,84.7682,0.071767
774.2132,83.9513,0.075973
776.1421,82.7791,0.082080
778.0711,82.5614,0.083223
780.0000,82.6230,0.082899
781.9289,83.7092,0.077227
783.8579,84.5063,0.073111
785.7868,85.2818,0.069144
787.7157,85.7378,0.066828
789.6447,85.6456,0.067295
791.5736,85.0354,0.070400
793.5025,84.3263,0.074037
795.4315,83.0523,0.080648
797.3604,82.1663,0.085306
799.2893,81.3544,0.089619
801.2183,81.2995,0.089912
803.1472,82.5482,0.083292
805.0761,84.0354,0.075538
807.0051,85.1537,0.069796
808.9340,86.3784,0.063595
810.8629,87.3922,0.058527
812.7919,88.2722,0.054176
814.7208,88.4884,0.053114
816.6497,88.9767,0.050724
818.5787,89.4035,0.048645
820.5076,89.7532,0.046950
822.4365,89.5770,0.047804
824.3655,89.8171,0.046641
826.2944,89.9308,0.046092
828.2233,90.2457,0.044573
830.1523,90.0277,0.045624
832.0812,89.9199,0.046144
834.0102,90.4771,0.043462
835.9391,90.4371,0.043653
837.8680,90.1026,0.045263
839.7970,90.2486,0.044560
841.7259,90.3840,0.043908
843.6548,90.2204,0.044695
845.5838,90.3681,0.043985
847.5127,89.8600,0.046434
849.4416,90.2882,0.044369
851.3706,90.2329,0.044635
853.2995,89.7282,0.047071
855.2284,89.8876,0.046300
857.1574,89.9848,0.045831
859.0863,90.0743,0.045399
861.0152,89.8804,0.046335
862.9442,89.5141,0.048109
864.8731,89.5226,0.048067
866.8020,89.3187,0.049058
868.7310,89.3421,0.048944
870.6599,88.9168,0.051016
872.5888,88.8592,0.051297
874.5178,88.8673,0.051258
876.4467,88.8412,0.051385
878.3756,88.5095,0.053010
880.3046,88.5132,0.052992
882.2335,87.8878,0.056071
884.1624,88.0734,0.055155
886.0914,88.1451,0.054802
888.0203,88.2141,0.054462
889.9492,87.3763,0.058607
891.8782,87.4005,0.058486
893.8071,86.9654,0.060654
895.7360,86.3993,0.063490
897.6650,85.8986,0.066014
899.5939,85.5673,0.067692
901.5228,84.8335,0.071433
903.4518,84.5098,0.073093
905.3807,84.1889,0.074745
907.3096,83.4429,0.078610
909.2386,83.1816,0.079973
911.1675,83.0226,0.080804
913.0964,82.5410,0.083330
915.0254,82.2729,0.084743
916.9543,82.6193,0.082918
918.8832,82.3999,0.084073
920.8122,82.9239,0.081320
922.7411,83.1185,0.080302
924.6700,83.4440,0.078605
926.5990,83.8726,0.076380
928.5279,84.0046,0.075697
930.4569,84.3504,0.073913
932.3858,84.6083,0.072587
934.3147,84.9792,0.070687
936.2437,85.0451,0.070351
938.1726,84.8991,0.071097
940.1015,85.3904,0.068591
942.0305,85.5233,0.067915
943.9594,85.4020,0.068532
945.8883,85.3613,0.068739
947.8173,85.3862,0.068613
949.7462,85.2603,0.069253
951.6751,84.5216,0.073033
953.6041,84.2187,0.074591
955.5330,83.8092,0.076708
957.4619,83.2965,0.079373
959.3909,82.6557,0.082727
961.3198,81.9196,0.086612
963.2487,81.2943,0.089940
965.1777,80.2157,0.095741
967.1066,79.4241,0.100047
969.0355,78.5457,0.104877
970.9645,77.6843,0.109667
972.8934,76.1347,0.118417
974.8223,74.7431,0.126429
976.7513,73.5531,0.133399
978.6802,72.4510,0.139956
980.6091,70.6644,0.150800
982.5381,69.2082,0.159843
984.4670,68.0824,0.166965
986.3959,66.1150,0.179700
988.3249,64.6061,0.189727
990.2538,63.1179,0.199847
992.1827,61.5288,0.210922
994.1117,60.2608,0.219965
996.0406,58.8550,0.230216
997.9695,57.1250,0.243174
999.8985,55.8876,0.252685
1001.8274,54.5095,0.263528
1003.7563,53.3044,0.273237
1005.6853,52.1432,0.282802
1007.6142,50.9476,0.292876
1009.5431,49.9239,0.301691
1011.4721,49.0559,0.309309
1013.4010,48.0478,0.318327
1015.3299,47.3738,0.324462
1017.2589,46.6601,0.331054
1019.1878,46.0241,0.337015
1021.1167,45.4730,0.342247
1023.0457,44.9427,0.347341
1024.9746,44.5859,0.350803
1026.9035,44.0035,0.356512
1028.8325,43.7886,0.358639
1030.7614,43.4967,0.361543
1032.6904,43.1545,0.364974
1034.6193,43.1919,0.364598
1036.5482,43.5534,0.360978
1038.4772,43.2991,0.363522
1040.4061,43.2804,0.363709
1042.3350,43.5472,0.361040
1044.2640,43.6792,0.359725
1046.1929,43.9075,0.357461
1048.1218,44.2480,0.354106
1050.0508,44.6110,0.350558
1051.9797,44.9301,0.347463
1053.9086,45.5446,0.341563
1055.8376,45.8709,0.338462
1057.7665,46.5073,0.332479
1059.6954,46.8116,0.329646
1061.6244,47.4913,0.323386
1063.5533,48.0875,0.317967
1065.4822,48.7582,0.311952
1067.4112,49.4747,0.305617
1069.3401,49.9986,0.301042
1071.2690,50.8101,0.294050
1073.1980,51.6514,0.286918
1075.1269,52.3055,0.281452
1077.0558,53.1103,0.274821
1078.9848,54.1662,0.266272
1080.9137,55.1244,0.258656
1082.8426,56.2928,0.249547
1084.7716,57.1508,0.242978
1086.7005,58.1343,0.235567
1088.6294,59.4220,0.226053
1090.5584,60.2542,0.220013
1092.4873,61.4653,0.211370
1094.4162,62.6687,0.202950
1096.3452,63.7110,0.195785
1098.2741,64.8952,0.187787
1100.2030,65.6660,0.182659
1102.1320,67.1894,0.172699
1104.0609,68.3331,0.165369
1105.9898,69.4605,0.158262
1107.9188,70.5801,0.151318
1109.8477,71.2676,0.147108
1111.7766,72.1888,0.141530
1113.7056,72.9012,0.137265
1115.6345,74.2690,0.129192
1117.5634,74.5732,0.127417
1119.4924,75.5126,0.121980
1121.4213,76.3788,0.117027
1123.3502,77.0850,0.113030
1125.2792,77.8582,0.108696
1127.2081,78.2057,0.106762
1129.1371,79.2514,0.100993
1131.0660,79.5542,0.099337
1132.9949,80.2029,0.095810
1134.9239,80.5702,0.093826
1136.8528,81.0968,0.090996
1138.7817,81.4019,0.089365
1140.7107,81.8216,0.087132
